course1Points,course1WeeklyHours,course1TotalAssignments,course1MandatoryAssignments,course1Difficulty1,course1Time1,course1Difficulty2,course1Time2,course1Difficulty3,course1Time3,course1Difficulty4,course1Time4,course1Difficulty5,course1Time5,course2Points,course2WeeklyHours,course2TotalAssignments,course2MandatoryAssignments,course2Difficulty1,course2Time1,course2Difficulty2,course2Time2,course2Difficulty3,course2Time3,course2Difficulty4,course2Time4,course2Difficulty5,course2Time5,course3Points,course3WeeklyHours,course3TotalAssignments,course3MandatoryAssignments,course3Difficulty1,course3Time1,course3Difficulty2,course3Time2,course3Difficulty3,course3Time3,course3Difficulty4,course3Time4,course3Difficulty5,course3Time5,course4Points,course4WeeklyHours,course4TotalAssignments,course4MandatoryAssignments,course4Difficulty1,course4Time1,course4Difficulty2,course4Time2,course4Difficulty3,course4Time3,course4Difficulty4,course4Time4,course4Difficulty5,course4Time5,course5Points,course5WeeklyHours,course5TotalAssignments,course5MandatoryAssignments,course5Difficulty1,course5Time1,course5Difficulty2,course5Time2,course5Difficulty3,course5Time3,course5Difficulty4,course5Time4,course5Difficulty5,course5Time5,course1,course2,course3,course4,course5,assignment1,assignment2,assignment3,assignment4,assignment5
4,4,5,3,5,202,4,137,4,131,3,213,5,138,3,4,5,2,4,230,4,119,4,181,4,175,4,181,6,6,5,5,4,345,4,295,3,277,3,261,2,272,3,3,5,3,5,157,3,133,3,179,4,162,0,0,4,4,5,5,4,172,4,174,4,220,4,169,4,239,0,0,0,1,0,0,0,0,1,0
4,4,5,3,5,202,4,137,4,131,3,213,5,138,3,4,5,2,4,230,4,119,4,181,4,175,4,181,6,6,5,5,4,345,4,295,3,277,3,261,2,272,3,3,5,3,5,157,3,133,3,179,4,162,3,139,4,4,5,5,4,172,4,174,4,220,4,169,4,239,0,0,0,1,0,0,0,0,0,1
4,4,5,3,5,202,4,137,4,131,3,213,5,138,3,4,5,2,4,230,4,119,4,181,4,175,4,181,6,6,5,5,4,345,4,295,3,277,3,261,2,272,3,3,5,3,5,157,3,133,3,179,4,162,3,139,4,4,5,5,4,172,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4,4,5,3,5,202,4,137,4,131,3,213,5,138,3,4,5,2,4,230,4,119,4,181,4,175,4,181,6,6,5,5,4,345,4,295,3,277,3,261,2,272,3,3,5,3,5,157,3,133,3,179,4,162,3,139,4,4,5,5,4,172,4,174,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4,4,5,3,5,202,4,137,4,131,3,213,5,138,3,4,5,2,4,230,4,119,4,181,4,175,4,181,6,6,5,5,4,345,4,295,3,277,3,261,2,272,3,3,5,3,5,157,3,133,3,179,4,162,3,139,4,4,5,5,4,172,4,174,4,220,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4,4,5,3,5,202,4,137,4,131,3,213,5,138,3,4,5,2,4,230,4,119,4,181,4,175,4,181,6,6,5,5,4,345,4,295,3,277,3,261,2,272,3,3,5,3,5,157,3,133,3,179,4,162,3,139,4,4,5,5,4,172,4,174,4,220,4,169,0,0,0,0,0,0,1,0,0,0,1,0
4,4,5,3,5,202,4,137,4,131,3,213,5,138,3,4,5,2,4,230,4,119,4,181,4,175,4,181,6,6,5,5,4,345,4,295,3,277,3,261,2,272,3,3,5,3,5,157,3,133,3,179,4,162,3,139,4,4,5,5,4,172,4,174,4,220,4,169,4,239,0,0,0,0,1,0,0,0,0,1
4,4,5,3,4,224,0,0,0,0,0,0,0,0,3,4,5,2,3,188,4,278,4,187,3,121,3,186,6,6,5,5,4,354,3,328,4,312,5,340,5,371,3,3,5,3,3,118,2,167,3,159,4,209,4,153,4,4,5,5,3,206,4,275,3,212,3,124,4,185,1,0,0,0,0,1,0,0,0,0
4,4,5,3,4,224,4,246,0,0,0,0,0,0,3,4,5,2,3,188,4,278,4,187,3,121,3,186,6,6,5,5,4,354,3,328,4,312,5,340,5,371,3,3,5,3,3,118,2,167,3,159,4,209,4,153,4,4,5,5,3,206,4,275,3,212,3,124,4,185,1,0,0,0,0,0,1,0,0,0
4,4,5,3,4,224,4,246,4,154,0,0,0,0,3,4,5,2,3,188,4,278,4,187,3,121,3,186,6,6,5,5,4,354,3,328,4,312,5,340,5,371,3,3,5,3,3,118,2,167,3,159,4,209,4,153,4,4,5,5,3,206,4,275,3,212,3,124,4,185,1,0,0,0,0,0,0,1,0,0
4,4,5,3,4,224,4,246,4,154,4,246,0,0,3,4,5,2,3,188,4,278,4,187,3,121,3,186,6,6,5,5,4,354,3,328,4,312,5,340,5,371,3,3,5,3,3,118,2,167,3,159,4,209,4,153,4,4,5,5,3,206,4,275,3,212,3,124,4,185,1,0,0,0,0,0,0,0,1,0
4,4,5,3,4,224,4,246,4,154,4,246,4,203,3,4,5,2,3,188,4,278,4,187,3,121,3,186,6,6,5,5,4,354,3,328,4,312,5,340,5,371,3,3,5,3,3,118,2,167,3,159,4,209,4,153,4,4,5,5,3,206,4,275,3,212,3,124,4,185,1,0,0,0,0,0,0,0,0,1
4,4,5,3,4,224,4,246,4,154,4,246,4,203,3,4,5,2,3,188,0,0,0,0,0,0,0,0,6,6,5,5,4,354,3,328,4,312,5,340,5,371,3,3,5,3,3,118,2,167,3,159,4,209,4,153,4,4,5,5,3,206,4,275,3,212,3,124,4,185,0,1,0,0,0,1,0,0,0,0
4,4,5,3,4,224,4,246,4,154,4,246,4,203,3,4,5,2,3,188,4,278,0,0,0,0,0,0,6,6,5,5,4,354,3,328,4,312,5,340,5,371,3,3,5,3,3,118,2,167,3,159,4,209,4,153,4,4,5,5,3,206,4,275,3,212,3,124,4,185,0,1,0,0,0,0,1,0,0,0
4,4,5,3,4,224,4,246,4,154,4,246,4,203,3,4,5,2,3,188,4,278,4,187,0,0,0,0,6,6,5,5,4,354,3,328,4,312,5,340,5,371,3,3,5,3,3,118,2,167,3,159,4,209,4,153,4,4,5,5,3,206,4,275,3,212,3,124,4,185,0,1,0,0,0,0,0,1,0,0
4,4,5,3,4,224,4,246,4,154,4,246,4,203,3,4,5,2,3,188,4,278,4,187,3,121,0,0,6,6,5,5,4,354,3,328,4,312,5,340,5,371,3,3,5,3,3,118,2,167,3,159,4,209,4,153,4,4,5,5,3,206,4,275,3,212,3,124,4,185,0,1,0,0,0,0,0,0,1,0
4,4,5,3,4,224,4,246,4,154,4,246,4,203,3,4,5,2,3,188,4,278,4,187,3,121,3,186,6,6,5,5,4,354,3,328,4,312,5,340,5,371,3,3,5,3,3,118,2,167,3,159,4,209,4,153,4,4,5,5,3,206,4,275,3,212,3,124,4,185,0,1,0,0,0,0,0,0,0,1
4,4,5,3,4,224,4,246,4,154,4,246,4,203,3,4,5,2,3,188,4,278,4,187,3,121,3,186,6,6,5,5,4,354,0,0,0,0,0,0,0,0,3,3,5,3,3,118,2,167,3,159,4,209,4,153,4,4,5,5,3,206,4,275,3,212,3,124,4,185,0,0,1,0,0,1,0,0,0,0
4,4,5,3,4,224,4,246,4,154,4,246,4,203,3,4,5,2,3,188,4,278,4,187,3,121,3,186,6,6,5,5,4,354,3,328,0,0,0,0,0,0,3,3,5,3,3,118,2,167,3,159,4,209,4,153,4,4,5,5,3,206,4,275,3,212,3,124,4,185,0,0,1,0,0,0,1,0,0,0
4,4,5,3,4,224,4,246,4,154,4,246,4,203,3,4,5,2,3,188,4,278,4,187,3,121,3,186,6,6,5,5,4,354,3,328,4,312,0,0,0,0,3,3,5,3,3,118,2,167,3,159,4,209,4,153,4,4,5,5,3,206,4,275,3,212,3,124,4,185,0,0,1,0,0,0,0,1,0,0
4,4,5,3,4,224,4,246,4,154,4,246,4,203,3,4,5,2,3,188,4,278,4,187,3,121,3,186,6,6,5,5,4,354,3,328,4,312,5,340,0,0,3,3,5,3,3,118,2,167,3,159,4,209,4,153,4,4,5,5,3,206,4,275,3,212,3,124,4,185,0,0,1,0,0,0,0,0,1,0
4,4,5,3,4,224,4,246,4,154,4,246,4,203,3,4,5,2,3,188,4,278,4,187,3,121,3,186,6,6,5,5,4,354,3,328,4,312,5,340,5,371,3,3,5,3,3,118,2,167,3,159,4,209,4,153,4,4,5,5,3,206,4,275,3,212,3,124,4,185,0,0,1,0,0,0,0,0,0,1
4,4,5,3,4,224,4,246,4,154,4,246,4,203,3,4,5,2,3,188,4,278,4,187,3,121,3,186,6,6,5,5,4,354,3,328,4,312,5,340,5,371,3,3,5,3,3,118,0,0,0,0,0,0,0,0,4,4,5,5,3,206,4,275,3,212,3,124,4,185,0,0,0,1,0,1,0,0,0,0
4,4,5,3,4,224,4,246,4,154,4,246,4,203,3,4,5,2,3,188,4,278,4,187,3,121,3,186,6,6,5,5,4,354,3,328,4,312,5,340,5,371,3,3,5,3,3,118,2,167,0,0,0,0,0,0,4,4,5,5,3,206,4,275,3,212,3,124,4,185,0,0,0,1,0,0,1,0,0,0
4,4,5,3,4,224,4,246,4,154,4,246,4,203,3,4,5,2,3,188,4,278,4,187,3,121,3,186,6,6,5,5,4,354,3,328,4,312,5,340,5,371,3,3,5,3,3,118,2,167,3,159,0,0,0,0,4,4,5,5,3,206,4,275,3,212,3,124,4,185,0,0,0,1,0,0,0,1,0,0
4,4,5,3,4,224,4,246,4,154,4,246,4,203,3,4,5,2,3,188,4,278,4,187,3,121,3,186,6,6,5,5,4,354,3,328,4,312,5,340,5,371,3,3,5,3,3,118,2,167,3,159,4,209,0,0,4,4,5,5,3,206,4,275,3,212,3,124,4,185,0,0,0,1,0,0,0,0,1,0
4,4,5,3,4,224,4,246,4,154,4,246,4,203,3,4,5,2,3,188,4,278,4,187,3,121,3,186,6,6,5,5,4,354,3,328,4,312,5,340,5,371,3,3,5,3,3,118,2,167,3,159,4,209,4,153,4,4,5,5,3,206,4,275,3,212,3,124,4,185,0,0,0,1,0,0,0,0,0,1
4,4,5,3,4,224,4,246,4,154,4,246,4,203,3,4,5,2,3,188,4,278,4,187,3,121,3,186,6,6,5,5,4,354,3,328,4,312,5,340,5,371,3,3,5,3,3,118,2,167,3,159,4,209,4,153,4,4,5,5,3,206,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4,4,5,3,4,224,4,246,4,154,4,246,4,203,3,4,5,2,3,188,4,278,4,187,3,121,3,186,6,6,5,5,4,354,3,328,4,312,5,340,5,371,3,3,5,3,3,118,2,167,3,159,4,209,4,153,4,4,5,5,3,206,4,275,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4,4,5,3,4,224,4,246,4,154,4,246,4,203,3,4,5,2,3,188,4,278,4,187,3,121,3,186,6,6,5,5,4,354,3,328,4,312,5,340,5,371,3,3,5,3,3,118,2,167,3,159,4,209,4,153,4,4,5,5,3,206,4,275,3,212,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4,4,5,3,4,224,4,246,4,154,4,246,4,203,3,4,5,2,3,188,4,278,4,187,3,121,3,186,6,6,5,5,4,354,3,328,4,312,5,340,5,371,3,3,5,3,3,118,2,167,3,159,4,209,4,153,4,4,5,5,3,206,4,275,3,212,3,124,0,0,0,0,0,0,1,0,0,0,1,0
4,4,5,3,4,224,4,246,4,154,4,246,4,203,3,4,5,2,3,188,4,278,4,187,3,121,3,186,6,6,5,5,4,354,3,328,4,312,5,340,5,371,3,3,5,3,3,118,2,167,3,159,4,209,4,153,4,4,5,5,3,206,4,275,3,212,3,124,4,185,0,0,0,0,1,0,0,0,0,1
4,4,5,3,2,463,0,0,0,0,0,0,0,0,3,4,5,2,4,439,2,366,2,398,4,386,5,442,6,6,5,5,3,443,3,576,4,536,5,371,3,473,3,3,5,3,4,248,3,168,2,241,3,261,2,255,4,4,5,5,4,306,4,313,2,427,2,364,4,159,1,0,0,0,0,1,0,0,0,0
4,4,5,3,2,463,3,340,0,0,0,0,0,0,3,4,5,2,4,439,2,366,2,398,4,386,5,442,6,6,5,5,3,443,3,576,4,536,5,371,3,473,3,3,5,3,4,248,3,168,2,241,3,261,2,255,4,4,5,5,4,306,4,313,2,427,2,364,4,159,1,0,0,0,0,0,1,0,0,0
4,4,5,3,2,463,3,340,4,377,0,0,0,0,3,4,5,2,4,439,2,366,2,398,4,386,5,442,6,6,5,5,3,443,3,576,4,536,5,371,3,473,3,3,5,3,4,248,3,168,2,241,3,261,2,255,4,4,5,5,4,306,4,313,2,427,2,364,4,159,1,0,0,0,0,0,0,1,0,0
4,4,5,3,2,463,3,340,4,377,3,382,0,0,3,4,5,2,4,439,2,366,2,398,4,386,5,442,6,6,5,5,3,443,3,576,4,536,5,371,3,473,3,3,5,3,4,248,3,168,2,241,3,261,2,255,4,4,5,5,4,306,4,313,2,427,2,364,4,159,1,0,0,0,0,0,0,0,1,0
4,4,5,3,2,463,3,340,4,377,3,382,3,199,3,4,5,2,4,439,2,366,2,398,4,386,5,442,6,6,5,5,3,443,3,576,4,536,5,371,3,473,3,3,5,3,4,248,3,168,2,241,3,261,2,255,4,4,5,5,4,306,4,313,2,427,2,364,4,159,1,0,0,0,0,0,0,0,0,1
4,4,5,3,2,463,3,340,4,377,3,382,3,199,3,4,5,2,4,439,0,0,0,0,0,0,0,0,6,6,5,5,3,443,3,576,4,536,5,371,3,473,3,3,5,3,4,248,3,168,2,241,3,261,2,255,4,4,5,5,4,306,4,313,2,427,2,364,4,159,0,1,0,0,0,1,0,0,0,0
4,4,5,3,2,463,3,340,4,377,3,382,3,199,3,4,5,2,4,439,2,366,0,0,0,0,0,0,6,6,5,5,3,443,3,576,4,536,5,371,3,473,3,3,5,3,4,248,3,168,2,241,3,261,2,255,4,4,5,5,4,306,4,313,2,427,2,364,4,159,0,1,0,0,0,0,1,0,0,0
4,4,5,3,2,463,3,340,4,377,3,382,3,199,3,4,5,2,4,439,2,366,2,398,0,0,0,0,6,6,5,5,3,443,3,576,4,536,5,371,3,473,3,3,5,3,4,248,3,168,2,241,3,261,2,255,4,4,5,5,4,306,4,313,2,427,2,364,4,159,0,1,0,0,0,0,0,1,0,0
4,4,5,3,2,463,3,340,4,377,3,382,3,199,3,4,5,2,4,439,2,366,2,398,4,386,0,0,6,6,5,5,3,443,3,576,4,536,5,371,3,473,3,3,5,3,4,248,3,168,2,241,3,261,2,255,4,4,5,5,4,306,4,313,2,427,2,364,4,159,0,1,0,0,0,0,0,0,1,0
4,4,5,3,2,463,3,340,4,377,3,382,3,199,3,4,5,2,4,439,2,366,2,398,4,386,5,442,6,6,5,5,3,443,3,576,4,536,5,371,3,473,3,3,5,3,4,248,3,168,2,241,3,261,2,255,4,4,5,5,4,306,4,313,2,427,2,364,4,159,0,1,0,0,0,0,0,0,0,1
4,4,5,3,2,463,3,340,4,377,3,382,3,199,3,4,5,2,4,439,2,366,2,398,4,386,5,442,6,6,5,5,3,443,0,0,0,0,0,0,0,0,3,3,5,3,4,248,3,168,2,241,3,261,2,255,4,4,5,5,4,306,4,313,2,427,2,364,4,159,0,0,1,0,0,1,0,0,0,0
4,4,5,3,2,463,3,340,4,377,3,382,3,199,3,4,5,2,4,439,2,366,2,398,4,386,5,442,6,6,5,5,3,443,3,576,0,0,0,0,0,0,3,3,5,3,4,248,3,168,2,241,3,261,2,255,4,4,5,5,4,306,4,313,2,427,2,364,4,159,0,0,1,0,0,0,1,0,0,0
4,4,5,3,2,463,3,340,4,377,3,382,3,199,3,4,5,2,4,439,2,366,2,398,4,386,5,442,6,6,5,5,3,443,3,576,4,536,0,0,0,0,3,3,5,3,4,248,3,168,2,241,3,261,2,255,4,4,5,5,4,306,4,313,2,427,2,364,4,159,0,0,1,0,0,0,0,1,0,0
4,4,5,3,2,463,3,340,4,377,3,382,3,199,3,4,5,2,4,439,2,366,2,398,4,386,5,442,6,6,5,5,3,443,3,576,4,536,5,371,0,0,3,3,5,3,4,248,3,168,2,241,3,261,2,255,4,4,5,5,4,306,4,313,2,427,2,364,4,159,0,0,1,0,0,0,0,0,1,0
4,4,5,3,2,463,3,340,4,377,3,382,3,199,3,4,5,2,4,439,2,366,2,398,4,386,5,442,6,6,5,5,3,443,3,576,4,536,5,371,3,473,3,3,5,3,4,248,3,168,2,241,3,261,2,255,4,4,5,5,4,306,4,313,2,427,2,364,4,159,0,0,1,0,0,0,0,0,0,1
4,4,5,3,2,463,3,340,4,377,3,382,3,199,3,4,5,2,4,439,2,366,2,398,4,386,5,442,6,6,5,5,3,443,3,576,4,536,5,371,3,473,3,3,5,3,4,248,0,0,0,0,0,0,0,0,4,4,5,5,4,306,4,313,2,427,2,364,4,159,0,0,0,1,0,1,0,0,0,0
4,4,5,3,2,463,3,340,4,377,3,382,3,199,3,4,5,2,4,439,2,366,2,398,4,386,5,442,6,6,5,5,3,443,3,576,4,536,5,371,3,473,3,3,5,3,4,248,3,168,0,0,0,0,0,0,4,4,5,5,4,306,4,313,2,427,2,364,4,159,0,0,0,1,0,0,1,0,0,0
4,4,5,3,2,463,3,340,4,377,3,382,3,199,3,4,5,2,4,439,2,366,2,398,4,386,5,442,6,6,5,5,3,443,3,576,4,536,5,371,3,473,3,3,5,3,4,248,3,168,2,241,0,0,0,0,4,4,5,5,4,306,4,313,2,427,2,364,4,159,0,0,0,1,0,0,0,1,0,0
4,4,5,3,2,463,3,340,4,377,3,382,3,199,3,4,5,2,4,439,2,366,2,398,4,386,5,442,6,6,5,5,3,443,3,576,4,536,5,371,3,473,3,3,5,3,4,248,3,168,2,241,3,261,0,0,4,4,5,5,4,306,4,313,2,427,2,364,4,159,0,0,0,1,0,0,0,0,1,0
4,4,5,3,2,463,3,340,4,377,3,382,3,199,3,4,5,2,4,439,2,366,2,398,4,386,5,442,6,6,5,5,3,443,3,576,4,536,5,371,3,473,3,3,5,3,4,248,3,168,2,241,3,261,2,255,4,4,5,5,4,306,4,313,2,427,2,364,4,159,0,0,0,1,0,0,0,0,0,1
4,4,5,3,2,463,3,340,4,377,3,382,3,199,3,4,5,2,4,439,2,366,2,398,4,386,5,442,6,6,5,5,3,443,3,576,4,536,5,371,3,473,3,3,5,3,4,248,3,168,2,241,3,261,2,255,4,4,5,5,4,306,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4,4,5,3,2,463,3,340,4,377,3,382,3,199,3,4,5,2,4,439,2,366,2,398,4,386,5,442,6,6,5,5,3,443,3,576,4,536,5,371,3,473,3,3,5,3,4,248,3,168,2,241,3,261,2,255,4,4,5,5,4,306,4,313,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4,4,5,3,2,463,3,340,4,377,3,382,3,199,3,4,5,2,4,439,2,366,2,398,4,386,5,442,6,6,5,5,3,443,3,576,4,536,5,371,3,473,3,3,5,3,4,248,3,168,2,241,3,261,2,255,4,4,5,5,4,306,4,313,2,427,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4,4,5,3,2,463,3,340,4,377,3,382,3,199,3,4,5,2,4,439,2,366,2,398,4,386,5,442,6,6,5,5,3,443,3,576,4,536,5,371,3,473,3,3,5,3,4,248,3,168,2,241,3,261,2,255,4,4,5,5,4,306,4,313,2,427,2,364,0,0,0,0,0,0,1,0,0,0,1,0
4,4,5,3,2,463,3,340,4,377,3,382,3,199,3,4,5,2,4,439,2,366,2,398,4,386,5,442,6,6,5,5,3,443,3,576,4,536,5,371,3,473,3,3,5,3,4,248,3,168,2,241,3,261,2,255,4,4,5,5,4,306,4,313,2,427,2,364,4,159,0,0,0,0,1,0,0,0,0,1
4,4,5,3,3,275,0,0,0,0,0,0,0,0,3,4,5,2,4,201,4,142,3,157,4,331,3,329,6,6,5,5,4,449,4,311,4,455,5,430,4,408,3,3,5,3,4,234,5,161,5,207,4,183,5,211,4,4,5,5,3,274,3,274,4,249,4,241,3,286,1,0,0,0,0,1,0,0,0,0
4,4,5,3,3,275,4,252,0,0,0,0,0,0,3,4,5,2,4,201,4,142,3,157,4,331,3,329,6,6,5,5,4,449,4,311,4,455,5,430,4,408,3,3,5,3,4,234,5,161,5,207,4,183,5,211,4,4,5,5,3,274,3,274,4,249,4,241,3,286,1,0,0,0,0,0,1,0,0,0
4,4,5,3,3,275,4,252,4,326,0,0,0,0,3,4,5,2,4,201,4,142,3,157,4,331,3,329,6,6,5,5,4,449,4,311,4,455,5,430,4,408,3,3,5,3,4,234,5,161,5,207,4,183,5,211,4,4,5,5,3,274,3,274,4,249,4,241,3,286,1,0,0,0,0,0,0,1,0,0
4,4,5,3,3,275,4,252,4,326,4,263,0,0,3,4,5,2,4,201,4,142,3,157,4,331,3,329,6,6,5,5,4,449,4,311,4,455,5,430,4,408,3,3,5,3,4,234,5,161,5,207,4,183,5,211,4,4,5,5,3,274,3,274,4,249,4,241,3,286,1,0,0,0,0,0,0,0,1,0
4,4,5,3,3,275,4,252,4,326,4,263,5,215,3,4,5,2,4,201,4,142,3,157,4,331,3,329,6,6,5,5,4,449,4,311,4,455,5,430,4,408,3,3,5,3,4,234,5,161,5,207,4,183,5,211,4,4,5,5,3,274,3,274,4,249,4,241,3,286,1,0,0,0,0,0,0,0,0,1
